latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-23.631,-64.528,343.1,1.2,1.1,2020-10-12,1755,Aqua,MODIS,90,6.0NRT,308,46.9,D
-23.619,-64.436,326.1,1.2,1.1,2020-10-12,1755,Aqua,MODIS,57,6.0NRT,308,13.6,D
-23.645,-64.562,335.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,304,32.2,D
-23.64,-64.527,331.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,306.3,23.9,D
-23.656,-64.572,322.9,1.2,1.1,2020-10-12,1755,Aqua,MODIS,21,6.0NRT,303.3,14.7,D
-23.655,-64.56,333.3,1.2,1.1,2020-10-12,1755,Aqua,MODIS,47,6.0NRT,305.2,28.1,D
-23.304,-61.89,337,1,1,2020-10-12,1755,Aqua,MODIS,82,6.0NRT,309.3,24.2,D
-23.667,-64.564,331.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,304.2,27.6,D
-23.694,-64.62,329.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,49,6.0NRT,302.6,24.1,D
-23.717,-64.64,336.1,1.2,1.1,2020-10-12,1755,Aqua,MODIS,67,6.0NRT,303.6,34.9,D
-23.457,-61.101,338.3,1,1,2020-10-12,1755,Aqua,MODIS,84,6.0NRT,308.7,24.1,D
-23.456,-61.091,365.3,1,1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,314,86.3,D
-23.712,-62.375,326.3,1,1,2020-10-12,1755,Aqua,MODIS,67,6.0NRT,309.5,9.9,D
-24.28,-63.608,354.1,1.1,1,2020-10-12,1755,Aqua,MODIS,96,6.0NRT,307.7,67.1,D
-24.278,-63.597,381.8,1.1,1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,311.6,168.8,D
-24.277,-63.587,338.2,1.1,1,2020-10-12,1755,Aqua,MODIS,86,6.0NRT,312.8,29,D
-24.289,-63.607,323.5,1.1,1,2020-10-12,1755,Aqua,MODIS,40,6.0NRT,306.4,9.6,D
-24.288,-63.596,358.3,1.1,1,2020-10-12,1755,Aqua,MODIS,99,6.0NRT,311.2,78.4,D
-24.326,-63.333,328.5,1.1,1,2020-10-12,1755,Aqua,MODIS,46,6.0NRT,309.3,13,D
-24.335,-63.332,327.2,1.1,1,2020-10-12,1755,Aqua,MODIS,56,6.0NRT,311,12.5,D
-24.334,-63.321,326.6,1.1,1,2020-10-12,1755,Aqua,MODIS,55,6.0NRT,309.1,11.2,D
-23.93,-60.015,325.2,1.1,1,2020-10-12,1755,Aqua,MODIS,57,6.0NRT,309.1,8.6,D
-24.386,-62.943,338.5,1,1,2020-10-12,1755,Aqua,MODIS,83,6.0NRT,306.2,27.1,D
-24.384,-62.933,348.7,1,1,2020-10-12,1755,Aqua,MODIS,93,6.0NRT,311.2,45.7,D
-24.395,-62.942,402.7,1,1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,322.3,272.9,D
-24.393,-62.932,455.6,1,1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,400.1,824.8,D
-24.392,-62.921,369.4,1,1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,316.7,101.7,D
-24.099,-60.776,325.9,1,1,2020-10-12,1755,Aqua,MODIS,63,6.0NRT,307.9,11.5,D
-24.065,-60.299,325.7,1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,307.5,8.4,D
-24.062,-60.278,334.8,1,1,2020-10-12,1755,Aqua,MODIS,80,6.0NRT,308.8,20.5,D
-24.075,-60.297,332.3,1,1,2020-10-12,1755,Aqua,MODIS,76,6.0NRT,309.4,16.4,D
-24.073,-60.287,327.5,1,1,2020-10-12,1755,Aqua,MODIS,50,6.0NRT,308.7,9.8,D
-24.081,-60.29,349.2,1,1,2020-10-12,1755,Aqua,MODIS,93,6.0NRT,310.4,45.6,D
-24.09,-60.288,332.6,1,1,2020-10-12,1755,Aqua,MODIS,67,6.0NRT,309.2,15.4,D
-24.088,-60.278,338.4,1,1,2020-10-12,1755,Aqua,MODIS,83,6.0NRT,310.7,23.9,D
-24.082,-60.175,326.1,1,1,2020-10-12,1755,Aqua,MODIS,61,6.0NRT,308.7,10.6,D
-24.091,-59.866,324.2,1.1,1,2020-10-12,1755,Aqua,MODIS,17,6.0NRT,307.5,6.6,D
-24.099,-59.854,330.2,1.1,1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,308.4,14.7,D
-24.107,-59.856,326.9,1.1,1,2020-10-12,1755,Aqua,MODIS,28,6.0NRT,308.9,8,D
-24.166,-59.931,326.5,1.1,1,2020-10-12,1755,Aqua,MODIS,56,6.0NRT,308.9,9.7,D
-24.159,-59.548,331.2,1.1,1,2020-10-12,1755,Aqua,MODIS,73,6.0NRT,309.6,14,D
-24.23,-59.633,328.2,1.1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,307.9,10.2,D
-24.277,-59.705,329.1,1.1,1,2020-10-12,1755,Aqua,MODIS,43,6.0NRT,309.4,11.9,D
-24.973,-64.029,353.9,1.2,1.1,2020-10-12,1755,Aqua,MODIS,96,6.0NRT,312.4,72.7,D
-24.971,-64.017,365.3,1.2,1.1,2020-10-12,1755,Aqua,MODIS,100,6.0NRT,316.1,108.7,D
-24.464,-60.143,325.1,1,1,2020-10-12,1755,Aqua,MODIS,38,6.0NRT,309.6,7.6,D
-24.386,-59.57,328.3,1.1,1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,308.5,9.3,D
-24.384,-59.559,333.1,1.1,1,2020-10-12,1755,Aqua,MODIS,75,6.0NRT,308.6,16.5,D
-24.662,-61.354,332.1,1,1,2020-10-12,1755,Aqua,MODIS,77,6.0NRT,309.4,18.6,D
-24.656,-61.254,336.4,1,1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,307.1,24,D
-24.43,-59.735,330,1.1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,310.6,11.6,D
-24.398,-59.524,326.4,1.1,1,2020-10-12,1755,Aqua,MODIS,39,6.0NRT,309,7,D
-24.674,-61.312,323.9,1,1,2020-10-12,1755,Aqua,MODIS,41,6.0NRT,307.4,8.3,D
-24.671,-61.292,333.4,1,1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,308.6,18.3,D
-24.409,-59.533,328.9,1.1,1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,309.9,9.9,D
-24.68,-61.291,325.6,1,1,2020-10-12,1755,Aqua,MODIS,27,6.0NRT,308.2,8.1,D
-24.469,-59.867,325,1.1,1,2020-10-12,1755,Aqua,MODIS,50,6.0NRT,308.3,8.4,D
-24.476,-59.859,325.7,1.1,1,2020-10-12,1755,Aqua,MODIS,30,6.0NRT,309.8,8,D
-24.537,-60.133,331.3,1,1,2020-10-12,1755,Aqua,MODIS,73,6.0NRT,307.7,15.9,D
-24.509,-59.949,327,1.1,1,2020-10-12,1755,Aqua,MODIS,35,6.0NRT,308.4,9.7,D
-24.543,-60.111,324,1,1,2020-10-12,1755,Aqua,MODIS,35,6.0NRT,308.5,8.2,D
-24.518,-59.947,344.9,1.1,1,2020-10-12,1755,Aqua,MODIS,89,6.0NRT,310.4,38.2,D
-24.502,-59.844,330.1,1.1,1,2020-10-12,1755,Aqua,MODIS,63,6.0NRT,310.2,13.8,D
-24.5,-59.833,339.1,1.1,1,2020-10-12,1755,Aqua,MODIS,84,6.0NRT,310.6,27.1,D
-24.765,-61.239,329,1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,311,10.6,D
-24.512,-59.539,327,1.1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,308.8,7.8,D
-24.758,-61.133,342.7,1,1,2020-10-12,1755,Aqua,MODIS,77,6.0NRT,307.6,36.1,D
-24.585,-59.79,327.7,1.1,1,2020-10-12,1755,Aqua,MODIS,59,6.0NRT,309.9,10.8,D
-24.809,-61.165,329.2,1,1,2020-10-12,1755,Aqua,MODIS,49,6.0NRT,311.6,11.8,D
-24.865,-61.229,325.6,1,1,2020-10-12,1755,Aqua,MODIS,55,6.0NRT,309.4,8.9,D
-24.559,-59.219,329.9,1.1,1.1,2020-10-12,1755,Aqua,MODIS,48,6.0NRT,306.9,14.4,D
-24.874,-61.228,324,1,1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,309.5,7.6,D
-24.57,-59.228,328.4,1.1,1.1,2020-10-12,1755,Aqua,MODIS,24,6.0NRT,306.9,12.5,D
-24.569,-59.217,337.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,308.8,25.6,D
-24.561,-59.105,331.6,1.1,1.1,2020-10-12,1755,Aqua,MODIS,53,6.0NRT,308,14,D
-24.588,-59.213,330.8,1.1,1.1,2020-10-12,1755,Aqua,MODIS,60,6.0NRT,308.3,14.4,D
-24.616,-59.208,325.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,28,6.0NRT,308.4,6.7,D
-24.637,-59.282,329.2,1.1,1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,309.2,14.6,D
-24.635,-59.271,326.2,1.1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,308.7,9.9,D
-24.86,-60.574,328.9,1,1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,307.9,14.8,D
-24.869,-60.572,325.9,1,1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,308.3,11,D
-24.699,-59.398,331.9,1.1,1,2020-10-12,1755,Aqua,MODIS,73,6.0NRT,310.3,16.8,D
-24.653,-59.048,354.5,1.1,1.1,2020-10-12,1755,Aqua,MODIS,96,6.0NRT,309.1,63.7,D
-24.717,-59.272,332,1.1,1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,308.8,17.8,D
-24.716,-59.261,335.5,1.1,1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,307.8,23.8,D
-24.736,-59.268,326.6,1.1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,307.9,10.5,D
-24.715,-59.07,326.5,1.1,1.1,2020-10-12,1755,Aqua,MODIS,43,6.0NRT,310.1,10,D
-25.062,-60.257,324.5,1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,308.5,9.5,D
-24.834,-58.722,339.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,81,6.0NRT,315.4,28.8,D
-24.833,-58.711,334.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,60,6.0NRT,311.9,20.3,D
-24.987,-59.636,326.9,1.1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,308.7,10.4,D
-25.03,-59.804,331.6,1.1,1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,311,14.9,D
-24.851,-58.558,331.8,1.2,1.1,2020-10-12,1755,Aqua,MODIS,39,6.0NRT,311.6,14.4,D
-24.863,-58.568,332.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,313.5,13,D
-24.861,-58.556,330.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,46,6.0NRT,312.9,10.2,D
-25.027,-59.481,326.5,1.1,1,2020-10-12,1755,Aqua,MODIS,61,6.0NRT,309.3,10.2,D
-25.081,-59.708,323.7,1.1,1,2020-10-12,1755,Aqua,MODIS,39,6.0NRT,308.8,6.9,D
-25.062,-59.583,332.7,1.1,1,2020-10-12,1755,Aqua,MODIS,76,6.0NRT,310.8,20.2,D
-25.06,-59.572,325.9,1.1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,308.3,11,D
-25.687,-63.984,325.5,1.2,1.1,2020-10-12,1755,Aqua,MODIS,69,6.0NRT,308.5,13.9,D
-25.69,-63.99,328.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,56,6.0NRT,308.4,15.5,D
-24.906,-58.397,329.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,26,6.0NRT,312,8.1,D
-24.879,-58.23,333.3,1.2,1.1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,314.9,14.7,D
-24.877,-58.218,344,1.2,1.1,2020-10-12,1755,Aqua,MODIS,88,6.0NRT,315.5,40,D
-24.875,-58.206,331.1,1.2,1.1,2020-10-12,1755,Aqua,MODIS,46,6.0NRT,312.9,13.9,D
-25.215,-60.299,323.9,1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,308.4,9,D
-24.914,-58.383,331,1.2,1.1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,312.6,11.8,D
-24.937,-58.403,357.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,98,6.0NRT,312.5,76.8,D
-24.936,-58.391,353.4,1.2,1.1,2020-10-12,1755,Aqua,MODIS,95,6.0NRT,313.8,64.9,D
-24.945,-58.389,335.9,1.2,1.1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,311.5,22.8,D
-24.914,-58.198,330.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,55,6.0NRT,313.8,13.1,D
-25.078,-59.155,334.3,1.1,1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,309.4,21.3,D
-25.238,-60.139,349.7,1,1,2020-10-12,1755,Aqua,MODIS,93,6.0NRT,309,51.1,D
-25.089,-59.165,331.5,1.1,1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,310.9,15.8,D
-25.087,-59.154,343.2,1.1,1,2020-10-12,1755,Aqua,MODIS,88,6.0NRT,311.8,37.9,D
-25.085,-59.143,328.4,1.1,1,2020-10-12,1755,Aqua,MODIS,52,6.0NRT,310.5,12.7,D
-25.042,-58.867,329.9,1.1,1.1,2020-10-12,1755,Aqua,MODIS,68,6.0NRT,311.2,13.1,D
-25.277,-59.723,325.6,1.1,1,2020-10-12,1755,Aqua,MODIS,53,6.0NRT,308.9,7.9,D
-25.227,-59.397,327.8,1.1,1,2020-10-12,1755,Aqua,MODIS,65,6.0NRT,312.2,13.1,D
-25.33,-59.963,327,1,1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,309.8,10.2,D
-25.075,-58.363,329.9,1.2,1.1,2020-10-12,1755,Aqua,MODIS,68,6.0NRT,310.6,15.5,D
-21.961,-63.811,317.8,1.1,1,2020-10-12,1755,Aqua,MODIS,13,6.0NRT,304.6,5.6,D
-21.997,-63.869,319.5,1.1,1,2020-10-12,1755,Aqua,MODIS,46,6.0NRT,305.1,9.5,D
-22,-63.704,325,1.1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,303.1,15.1,D
-22.041,-63.657,322.5,1.1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,303.3,9.8,D
-22.04,-63.646,318.7,1.1,1,2020-10-12,1755,Aqua,MODIS,48,6.0NRT,303.4,6.5,D
-22.07,-63.604,327.4,1.1,1,2020-10-12,1755,Aqua,MODIS,75,6.0NRT,305.4,15.6,D
-22.082,-63.623,342.1,1.1,1,2020-10-12,1755,Aqua,MODIS,89,6.0NRT,306.6,39.6,D
-22.08,-63.613,333.8,1.1,1,2020-10-12,1755,Aqua,MODIS,82,6.0NRT,306.4,25,D
-22.172,-63.873,344.5,1.1,1,2020-10-12,1755,Aqua,MODIS,91,6.0NRT,303.7,48.4,D
-22.17,-63.862,320.3,1.1,1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,301.7,11.2,D
-22.181,-63.871,335.5,1.1,1,2020-10-12,1755,Aqua,MODIS,84,6.0NRT,302.7,32.2,D
-22.18,-63.861,317.2,1.1,1,2020-10-12,1755,Aqua,MODIS,41,6.0NRT,301.2,8.3,D
-22.174,-63.744,320.4,1.1,1,2020-10-12,1755,Aqua,MODIS,46,6.0NRT,301.3,10.1,D
-22.172,-63.735,330.3,1.1,1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,304.3,22.3,D
-22.171,-63.725,321.9,1.1,1,2020-10-12,1755,Aqua,MODIS,61,6.0NRT,304.5,10.7,D
-22.191,-63.758,323.4,1.1,1,2020-10-12,1755,Aqua,MODIS,16,6.0NRT,302.5,12.5,D
-22.189,-63.747,326.2,1.1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,302.7,14.8,D
-22.239,-64.051,324.5,1.1,1,2020-10-12,1755,Aqua,MODIS,72,6.0NRT,305.6,15.1,D
-22.198,-63.673,318.4,1.1,1,2020-10-12,1755,Aqua,MODIS,54,6.0NRT,304.3,6.8,D
-22.222,-63.638,327.7,1.1,1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,305.6,14.3,D
-22.221,-63.628,351.8,1.1,1,2020-10-12,1755,Aqua,MODIS,95,6.0NRT,308.2,57.6,D
-22.219,-63.617,341.9,1.1,1,2020-10-12,1755,Aqua,MODIS,89,6.0NRT,306.7,35.7,D
-22.231,-63.636,323.4,1.1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,305.5,9.1,D
-22.299,-64.075,320.9,1.1,1,2020-10-12,1755,Aqua,MODIS,37,6.0NRT,303.7,10.1,D
-22.245,-63.666,327.6,1.1,1,2020-10-12,1755,Aqua,MODIS,67,6.0NRT,304.8,15.4,D
-22.239,-63.625,328,1.1,1,2020-10-12,1755,Aqua,MODIS,44,6.0NRT,304.9,13.3,D
-22.309,-64.073,324.3,1.1,1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,302.7,14.1,D
-22.264,-63.688,325,1.1,1,2020-10-12,1755,Aqua,MODIS,69,6.0NRT,303.9,13.6,D
-22.287,-63.789,321.9,1.1,1,2020-10-12,1755,Aqua,MODIS,39,6.0NRT,302,10.7,D
-22.316,-63.795,322,1.1,1,2020-10-12,1755,Aqua,MODIS,49,6.0NRT,301.9,11,D
-22.315,-63.785,328.9,1.1,1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,303.7,17.8,D
-22.327,-63.804,326.5,1.1,1,2020-10-12,1755,Aqua,MODIS,53,6.0NRT,301.9,16.7,D
-22.38,-64.132,345.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,92,6.0NRT,305.9,50.4,D
-22.378,-64.122,337.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,86,6.0NRT,306.9,33.9,D
-22.336,-63.803,328.4,1.1,1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,304.5,19.2,D
-22.335,-63.793,340.8,1.1,1,2020-10-12,1755,Aqua,MODIS,89,6.0NRT,304.6,37.8,D
-22.316,-63.648,336.2,1.1,1,2020-10-12,1755,Aqua,MODIS,70,6.0NRT,310.9,22.9,D
-22.344,-63.791,318.2,1.1,1,2020-10-12,1755,Aqua,MODIS,42,6.0NRT,304.7,6.6,D
-22.329,-63.678,350.8,1.1,1,2020-10-12,1755,Aqua,MODIS,95,6.0NRT,308.8,54.2,D
-22.341,-63.697,325.4,1.1,1,2020-10-12,1755,Aqua,MODIS,38,6.0NRT,306.4,9.6,D
-22.34,-63.687,352.6,1.1,1,2020-10-12,1755,Aqua,MODIS,96,6.0NRT,308.6,58.4,D
-22.351,-63.695,335.5,1.1,1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,309,23.2,D
-22.349,-63.685,350.5,1.1,1,2020-10-12,1755,Aqua,MODIS,95,6.0NRT,311,52.7,D
-22.356,-63.689,342.4,1.1,1,2020-10-12,1755,Aqua,MODIS,90,6.0NRT,310.3,34.2,D
-22.378,-63.791,336.2,1.1,1,2020-10-12,1755,Aqua,MODIS,79,6.0NRT,304.9,28.4,D
-22.366,-63.698,350.8,1.1,1,2020-10-12,1755,Aqua,MODIS,95,6.0NRT,309.7,53.2,D
-22.397,-63.715,323.5,1.1,1,2020-10-12,1755,Aqua,MODIS,39,6.0NRT,305.6,8.9,D
-22.31,-63.066,320.7,1,1,2020-10-12,1755,Aqua,MODIS,45,6.0NRT,306.7,6.4,D
-22.308,-63.056,329,1,1,2020-10-12,1755,Aqua,MODIS,74,6.0NRT,307,15.8,D
-22.511,-64.442,320.9,1.2,1.1,2020-10-12,1755,Aqua,MODIS,66,6.0NRT,302.8,13.5,D
-22.43,-63.825,323.3,1.1,1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,300.4,15.2,D
-22.439,-63.814,331.9,1.1,1,2020-10-12,1755,Aqua,MODIS,77,6.0NRT,303,24.3,D
-22.514,-64.239,320.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,60,6.0NRT,303.3,12,D
-22.453,-63.78,327.5,1.1,1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,308.3,13.6,D
-22.519,-64.243,321.9,1.1,1.1,2020-10-12,1755,Aqua,MODIS,37,6.0NRT,303.6,10.5,D
-22.552,-64.271,324.5,1.1,1.1,2020-10-12,1755,Aqua,MODIS,74,6.0NRT,302.9,16.8,D
-22.481,-63.579,331.9,1.1,1,2020-10-12,1755,Aqua,MODIS,69,6.0NRT,307.8,18.8,D
-22.479,-63.569,328,1.1,1,2020-10-12,1755,Aqua,MODIS,55,6.0NRT,306.1,13.4,D
-22.575,-64.224,317.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,49,6.0NRT,301.5,8.9,D
-22.524,-63.837,331.7,1.1,1,2020-10-12,1755,Aqua,MODIS,81,6.0NRT,304.7,23,D
-22.49,-63.578,331.4,1.1,1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,308.6,16.3,D
-22.489,-63.567,332.1,1.1,1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,309.6,17.4,D
-22.562,-63.869,323.6,1.1,1,2020-10-12,1755,Aqua,MODIS,62,6.0NRT,302.8,13.4,D
-22.561,-63.858,320.1,1.1,1,2020-10-12,1755,Aqua,MODIS,21,6.0NRT,302.8,8,D
-22.572,-63.867,346.4,1.1,1,2020-10-12,1755,Aqua,MODIS,92,6.0NRT,303.7,50.4,D
-22.57,-63.857,336.8,1.1,1,2020-10-12,1755,Aqua,MODIS,86,6.0NRT,303.8,30.6,D
-22.617,-63.85,319.3,1.1,1,2020-10-12,1755,Aqua,MODIS,59,6.0NRT,304.7,8.3,D
-22.701,-64.081,322.8,1.1,1.1,2020-10-12,1755,Aqua,MODIS,68,6.0NRT,302.6,15.1,D
-22.712,-64.09,316.3,1.1,1.1,2020-10-12,1755,Aqua,MODIS,11,6.0NRT,302.9,7.6,D
-22.781,-64.327,327.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,42,6.0NRT,313.3,13.8,D
-22.785,-63.877,329.8,1.1,1,2020-10-12,1755,Aqua,MODIS,38,6.0NRT,307.8,15.2,D
-22.794,-63.876,328.4,1.1,1,2020-10-12,1755,Aqua,MODIS,33,6.0NRT,307.9,13,D
-23.029,-64.125,322.5,1.1,1.1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,302.9,12.9,D
-23.028,-64.114,329.3,1.1,1.1,2020-10-12,1755,Aqua,MODIS,76,6.0NRT,304.2,21,D
-23.04,-64.134,329.6,1.1,1.1,2020-10-12,1755,Aqua,MODIS,59,6.0NRT,304.2,20.3,D
-23.039,-64.123,329.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,54,6.0NRT,305.5,18.8,D
-23.038,-64.113,340.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,87,6.0NRT,306.6,36.6,D
-23.051,-64.144,325.3,1.1,1.1,2020-10-12,1755,Aqua,MODIS,49,6.0NRT,304.6,14.4,D
-23.05,-64.133,328.4,1.1,1.1,2020-10-12,1755,Aqua,MODIS,45,6.0NRT,305.3,17.3,D
-23.056,-64.147,327.9,1.1,1.1,2020-10-12,1755,Aqua,MODIS,74,6.0NRT,304.3,19.6,D
-23.055,-64.136,334,1.1,1.1,2020-10-12,1755,Aqua,MODIS,82,6.0NRT,305.6,27.8,D
-23.065,-64.135,341.6,1.1,1.1,2020-10-12,1755,Aqua,MODIS,89,6.0NRT,305.5,40,D
-23.074,-64.134,328,1.1,1.1,2020-10-12,1755,Aqua,MODIS,37,6.0NRT,305,16.9,D
-23.078,-64.089,331.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,312.3,14.6,D
-23.109,-64.253,319.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,36,6.0NRT,304.6,7.2,D
-23.107,-64.242,328.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,57,6.0NRT,305.5,19.2,D
-23.106,-64.231,336.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,64,6.0NRT,307.9,30.8,D
-23.089,-64.098,338.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,74,6.0NRT,312.6,27.7,D
-23.144,-64.454,324.6,1.2,1.1,2020-10-12,1755,Aqua,MODIS,43,6.0NRT,308,12.3,D
-23.147,-64.247,322.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,307.9,8.7,D
-23.161,-64.251,336.3,1.1,1.1,2020-10-12,1755,Aqua,MODIS,81,6.0NRT,307.4,26.8,D
-23.173,-64.272,334.8,1.1,1.1,2020-10-12,1755,Aqua,MODIS,72,6.0NRT,310,26.2,D
-23.172,-64.261,346.1,1.1,1.1,2020-10-12,1755,Aqua,MODIS,92,6.0NRT,311.6,47.9,D
-23.149,-64.084,325.7,1.1,1.1,2020-10-12,1755,Aqua,MODIS,30,6.0NRT,307.3,11.7,D
-23.18,-64.248,348.9,1.1,1.1,2020-10-12,1755,Aqua,MODIS,93,6.0NRT,310.7,52.8,D
-23.178,-64.237,344.6,1.1,1.1,2020-10-12,1755,Aqua,MODIS,86,6.0NRT,311.4,42.6,D
-23.167,-64.148,331.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,78,6.0NRT,305.5,23.2,D
-23.166,-64.137,324.3,1.1,1.1,2020-10-12,1755,Aqua,MODIS,48,6.0NRT,305.1,13.1,D
-23.189,-64.247,336,1.1,1.1,2020-10-12,1755,Aqua,MODIS,77,6.0NRT,313.2,26.9,D
-23.188,-64.236,330.2,1.1,1.1,2020-10-12,1755,Aqua,MODIS,23,6.0NRT,313.5,16.5,D
-23.177,-64.147,329,1.1,1.1,2020-10-12,1755,Aqua,MODIS,38,6.0NRT,305.8,17.6,D
-23.145,-63.754,325.4,1.1,1,2020-10-12,1755,Aqua,MODIS,53,6.0NRT,309.5,10.5,D
-22.948,-62.17,334.4,1,1,2020-10-12,1755,Aqua,MODIS,56,6.0NRT,314,16.4,D
-22.947,-62.16,347.3,1,1,2020-10-12,1755,Aqua,MODIS,91,6.0NRT,315.1,36.7,D
-22.954,-62.149,333.1,1,1,2020-10-12,1755,Aqua,MODIS,68,6.0NRT,316,13.7,D
-22.953,-62.139,331.2,1,1,2020-10-12,1755,Aqua,MODIS,57,6.0NRT,313.5,10.2,D
-23.275,-64.452,324,1.2,1.1,2020-10-12,1755,Aqua,MODIS,54,6.0NRT,305.9,14.2,D
-23.302,-64.488,325.6,1.2,1.1,2020-10-12,1755,Aqua,MODIS,48,6.0NRT,303,18.5,D
-23.312,-64.487,322.6,1.2,1.1,2020-10-12,1755,Aqua,MODIS,43,6.0NRT,303.1,14.8,D
-23.375,-64.507,326.8,1.2,1.1,2020-10-12,1755,Aqua,MODIS,53,6.0NRT,302.3,19.4,D
-23.374,-64.496,326.6,1.2,1.1,2020-10-12,1755,Aqua,MODIS,51,6.0NRT,303.4,18.1,D
-23.408,-64.526,332.7,1.2,1.1,2020-10-12,1755,Aqua,MODIS,71,6.0NRT,302.8,29.4,D
-23.406,-64.514,331.2,1.2,1.1,2020-10-12,1755,Aqua,MODIS,48,6.0NRT,304.5,23.5,D
-23.417,-64.524,328.6,1.2,1.1,2020-10-12,1755,Aqua,MODIS,58,6.0NRT,303.1,22.6,D
-23.35,-63.361,327.3,1.1,1,2020-10-12,1755,Aqua,MODIS,72,6.0NRT,308.1,13.6,D
-23.349,-63.351,338.2,1.1,1,2020-10-12,1755,Aqua,MODIS,85,6.0NRT,308.3,29.9,D
